"additionalInfo/Accessibility/0/Assistive hearing loop","additionalInfo/Accessibility/0/Wheelchair accessible entrance","additionalInfo/Accessibility/0/Wheelchair accessible parking lot","additionalInfo/Accessibility/0/Wheelchair accessible restroom","additionalInfo/Accessibility/0/Wheelchair accessible seating","additionalInfo/Accessibility/1/Assistive hearing loop","additionalInfo/Accessibility/1/Wheelchair accessible entrance","additionalInfo/Accessibility/1/Wheelchair accessible parking lot","additionalInfo/Accessibility/1/Wheelchair accessible restroom","additionalInfo/Accessibility/1/Wheelchair accessible seating","additionalInfo/Accessibility/2/Assistive hearing loop","additionalInfo/Accessibility/2/Wheelchair accessible entrance","additionalInfo/Accessibility/2/Wheelchair accessible parking lot","additionalInfo/Accessibility/2/Wheelchair accessible restroom","additionalInfo/Accessibility/2/Wheelchair accessible seating","additionalInfo/Accessibility/3/Assistive hearing loop","additionalInfo/Accessibility/3/Wheelchair accessible entrance","additionalInfo/Accessibility/3/Wheelchair accessible parking lot","additionalInfo/Accessibility/3/Wheelchair accessible restroom","additionalInfo/Accessibility/3/Wheelchair accessible seating","additionalInfo/Accessibility/4/Assistive hearing loop","additionalInfo/Accessibility/4/Wheelchair accessible entrance","additionalInfo/Accessibility/4/Wheelchair accessible parking lot","additionalInfo/Accessibility/4/Wheelchair accessible restroom","additionalInfo/Accessibility/4/Wheelchair accessible seating","additionalInfo/Amenities/0/Gender-neutral restroom","additionalInfo/Crowd/0/LGBTQ+ friendly","additionalInfo/Crowd/0/Transgender safespace","additionalInfo/Crowd/1/LGBTQ+ friendly","additionalInfo/Crowd/1/Transgender safespace","additionalInfo/From the business/0/Identifies as Black-owned","additionalInfo/From the business/0/Identifies as Indigenous-owned","additionalInfo/From the business/0/Identifies as Latino-owned","additionalInfo/From the business/0/Identifies as veteran-owned","additionalInfo/From the business/0/Identifies as women-owned","additionalInfo/From the business/1/Identifies as Black-owned","additionalInfo/From the business/1/Identifies as Indigenous-owned","additionalInfo/From the business/1/Identifies as Latino-owned","additionalInfo/From the business/1/Identifies as veteran-owned","additionalInfo/From the business/1/Identifies as women-owned","additionalInfo/From the business/2/Identifies as Black-owned","additionalInfo/From the business/2/Identifies as Indigenous-owned","additionalInfo/From the business/2/Identifies as Latino-owned","additionalInfo/From the business/2/Identifies as veteran-owned","additionalInfo/From the business/2/Identifies as women-owned","additionalInfo/From the business/3/Identifies as Black-owned","additionalInfo/From the business/3/Identifies as Indigenous-owned","additionalInfo/From the business/3/Identifies as Latino-owned","additionalInfo/From the business/3/Identifies as veteran-owned","additionalInfo/From the business/3/Identifies as women-owned","additionalInfo/Parking/0/Free parking lot","additionalInfo/Payments/0/Credit cards","additionalInfo/Payments/0/Debit cards","additionalInfo/Payments/1/Credit cards","additionalInfo/Payments/1/Debit cards","additionalInfo/Payments/2/Credit cards","additionalInfo/Payments/2/Debit cards","additionalInfo/Planning/0/Appointment required","additionalInfo/Service options/0/American Sign Language","additionalInfo/Service options/0/Arabic","additionalInfo/Service options/0/English","additionalInfo/Service options/0/Online estimates","additionalInfo/Service options/0/Onsite services","additionalInfo/Service options/0/Spanish","additionalInfo/Service options/1/American Sign Language","additionalInfo/Service options/1/Arabic","additionalInfo/Service options/1/English","additionalInfo/Service options/1/Online estimates","additionalInfo/Service options/1/Onsite services","additionalInfo/Service options/1/Spanish","additionalInfo/Service options/2/American Sign Language","additionalInfo/Service options/2/Arabic","additionalInfo/Service options/2/English","additionalInfo/Service options/2/Online estimates","additionalInfo/Service options/2/Onsite services","additionalInfo/Service options/2/Spanish","additionalOpeningHours/Access/0/day","additionalOpeningHours/Access/0/hours","additionalOpeningHours/Access/1/day","additionalOpeningHours/Access/1/hours","additionalOpeningHours/Access/2/day","additionalOpeningHours/Access/2/hours","additionalOpeningHours/Access/3/day","additionalOpeningHours/Access/3/hours","additionalOpeningHours/Access/4/day","additionalOpeningHours/Access/4/hours","additionalOpeningHours/Access/5/day","additionalOpeningHours/Access/5/hours","additionalOpeningHours/Access/6/day","additionalOpeningHours/Access/6/hours","additionalOpeningHours/Online service hours/0/day","additionalOpeningHours/Online service hours/0/hours","additionalOpeningHours/Online service hours/1/day","additionalOpeningHours/Online service hours/1/hours","additionalOpeningHours/Online service hours/2/day","additionalOpeningHours/Online service hours/2/hours","additionalOpeningHours/Online service hours/3/day","additionalOpeningHours/Online service hours/3/hours","additionalOpeningHours/Online service hours/4/day","additionalOpeningHours/Online service hours/4/hours","additionalOpeningHours/Online service hours/5/day","additionalOpeningHours/Online service hours/5/hours","additionalOpeningHours/Online service hours/6/day","additionalOpeningHours/Online service hours/6/hours","address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","categories/10","categoryName","cid","city","claimThisBusiness","countryCode","fid","googleFoodUrl","imageUrl","imagesCount","isAdvertisement","kgmid","language","location/lat","location/lng","neighborhood","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","phone","phoneUnformatted","placeId","postalCode","price","rank","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","searchPageUrl","searchString","state","street","temporarilyClosed","title","totalScore","url","website"
,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2419 E Harbor Blvd, Ventura, CA 93001","Tree service",,,,,,,,,,,"Tree service","11322635169977575673","Ventura","false","US","0x80e9ad22a89ffcaf:0x9d2214b27bdba8f9",,"https://lh3.googleusercontent.com/p/AF1QipN4-F-feKvJjnaHU0v35UlTb5J0muLsG6b31ZS9=w408-h544-k-no","127","false","/g/11mw2kykd1","en","34.263423","-119.2705753",,"Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Open 24 hours","false","(805) 443-1265","+18054431265","ChIJr_yfqCKt6YAR-ajbe7IUIp0","93001",,"2","78",,,,,,"2026-01-07T06:39:03.533Z","https://www.google.com/maps/search/stump%20removal/@34.44996180543653,-119.13942149374182,11z?hl=en","stump removal","California","2419 E Harbor Blvd","false","Arbo Lo co. Tree Care","5","https://www.google.com/maps/search/?api=1&query=Arbo%20Lo%20co.%20Tree%20Care&query_place_id=ChIJr_yfqCKt6YAR-ajbe7IUIp0","http://arboloco.net/"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,"true",,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2960 N Ventura Ave, Ventura, CA 93001","Tree service",,,,,,,,,,,"Tree service","3411047209544527646","Ventura","false","US","0x80e84c60b4f58bbb:0x2f56795d54fd2f1e",,"https://lh3.googleusercontent.com/p/AF1QipMHKBoIWwV_DXNU8_Js4crXfauioRvDM0q38_A1=w408-h306-k-no","37","false","/g/119vhs1ns","en","34.3097983","-119.2913445",,,,,,,,,,,,,,,,"false","(805) 340-6899","+18053406899","ChIJu4v1tGBM6IARHi_9VF15Vi8","93001",,"3","17",,,,,,"2026-01-07T06:39:03.533Z","https://www.google.com/maps/search/stump%20removal/@34.44996180543653,-119.13942149374182,11z?hl=en","stump removal","California","2960 N Ventura Ave","false","Corona's Tree Service, Inc.","5","https://www.google.com/maps/search/?api=1&query=Corona's%20Tree%20Service%2C%20Inc.&query_place_id=ChIJu4v1tGBM6IARHi_9VF15Vi8","http://www.coronastreeservice.com/"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24 Gypsy Ln, Camarillo, CA 93010","Tree service",,,,,,,,,,,"Tree service","8221747777880531645","Camarillo","false","US","0x80e835e6ddd1db73:0x7219840b156d22bd",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kpNFZc76Gbe5nssOi2Hi9Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=140.63788&pitch=0&thumbfov=100","2","false","/g/11g9vrh51l","en","34.2433348","-119.0260423",,"Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Open 24 hours","false","(805) 377-4689","+18053774689","ChIJc9vR3eY16IARvSJtFQuEGXI","93010",,"5","5",,,,,,"2026-01-07T06:39:03.533Z","https://www.google.com/maps/search/stump%20removal/@34.44996180543653,-119.13942149374182,11z?hl=en","stump removal","California","24 Gypsy Ln","false","Salinas Tree Service & Landscaping","5","https://www.google.com/maps/search/?api=1&query=Salinas%20Tree%20Service%20%26%20Landscaping&query_place_id=ChIJc9vR3eY16IARvSJtFQuEGXI","http://salinastreesvce.com/"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tree service","Service establishment",,,,,,,,,,"Tree service","7226269113150257008",,"false",,"0x61e0d728c722acbf:0x6448dd78d4b2b770",,"https://lh3.googleusercontent.com/p/AF1QipPvPEMfdTGqRS_O8RkoDrziepXhoMqF_sGe5mQQ=w408-h544-k-no","33","false","/g/11tmtsptwb","en","34.1347775","-118.83927",,"Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Open 24 hours","false","(805) 279-6462","+18052796462","ChIJv6wixyjX4GERcLey1HjdSGQ",,,"7","27",,,,,,"2026-01-07T06:39:03.534Z","https://www.google.com/maps/search/stump%20removal/@34.44996180543653,-119.13942149374182,11z?hl=en","stump removal",,,"false","Al's Tree Service and Landscapes","5","https://www.google.com/maps/search/?api=1&query=Al's%20Tree%20Service%20and%20Landscapes&query_place_id=ChIJv6wixyjX4GERcLey1HjdSGQ","http://www.alstreeremoval.com/"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2619 N Ventura Ave, Ventura, CA 93001","Tree service",,,,,,,,,,,"Tree service","2653646928640170284","Ventura","false","US","0x80e9804e7231a395:0x24d3a5d26ce7592c",,"https://lh3.googleusercontent.com/p/AF1QipM_HsK5QgupGL0nYFJRyU3lIeaC0GbS_a-jJBtT=w408-h303-k-no","23","false","/g/11c5h2mb5r","en","34.3071694","-119.2945852",,"Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Open 24 hours","false","(805) 649-6875","+18056496875","ChIJlaMxck6A6YARLFnnbNKl0yQ","93001",,"8","7",,,,,,"2026-01-07T06:39:03.534Z","https://www.google.com/maps/search/stump%20removal/@34.44996180543653,-119.13942149374182,11z?hl=en","stump removal","California","2619 N Ventura Ave","false","BC Tree Service, Inc.","4.4","https://www.google.com/maps/search/?api=1&query=BC%20Tree%20Service%2C%20Inc.&query_place_id=ChIJlaMxck6A6YARLFnnbNKl0yQ","https://bigctree.com/"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2141 Pamela St, Oxnard, CA 93036","Tree service",,,,,,,,,,,"Tree service","16848321672887576284","Oxnard","false","US","0x80e84d15489c47df:0xe9d1434b95faa6dc",,"https://lh3.googleusercontent.com/p/AF1QipOZjVLO8TTbaHynMW6lWMCC4KnIs6eTEd546O4H=w408-h544-k-no","130","false","/g/11t0rfvk7y","en","34.2249055","-119.1975804","Windsor North River Ridge","Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Closed","false","(805) 366-2603","+18053662603","ChIJ30ecSBVN6IAR3Kb6lUtD0ek","93036",,"9","120",,,,,,"2026-01-07T06:39:03.534Z","https://www.google.com/maps/search/stump%20removal/@34.44996180543653,-119.13942149374182,11z?hl=en","stump removal","California","2141 Pamela St","false","LNS Tree Service","5","https://www.google.com/maps/search/?api=1&query=LNS%20Tree%20Service&query_place_id=ChIJ30ecSBVN6IAR3Kb6lUtD0ek","http://www.lnstreeservice.com/"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1000 Town Center Dr #300, Oxnard, CA 93036","Tree service",,,,,,,,,,,"Tree service","15223670266785296865","Oxnard","false","US","0x652bd76a3e1668a3:0xd3455772fd69f1e1",,"https://lh3.googleusercontent.com/p/AF1QipNSdGMlkFgqX3hAS6byC9vNI7nwemFSLl8M_y-j=w408-h725-k-no","13","false","/g/11rvgvtdx4","en","34.2431631","-119.1820671","Riverpark","Monday","7 AM to 5:30 PM","Tuesday","7 AM to 5:30 PM","Wednesday","7 AM to 5:30 PM","Thursday","7 AM to 5:30 PM","Friday","7 AM to 5:30 PM","Saturday","7 AM to 5:30 PM","Sunday","8 AM to 1:30 PM","false","(805) 433-1685","+18054331685","ChIJo2gWPmrXK2UR4fFp_XJXRdM","93036",,"10","17",,,,,,"2026-01-07T06:39:03.534Z","https://www.google.com/maps/search/stump%20removal/@34.44996180543653,-119.13942149374182,11z?hl=en","stump removal","California","1000 Town Center Dr #300","false","PineDo Tree Experts","5","https://www.google.com/maps/search/?api=1&query=PineDo%20Tree%20Experts&query_place_id=ChIJo2gWPmrXK2UR4fFp_XJXRdM","https://pinedotreeexperts.com/"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2390 Las Posas Rd Ste 508C, Camarillo, CA 93010","Tree service","Arborist service","Landscaper",,,,,,,,,"Tree service","2487061594987582236","Camarillo","false","US","0x80e849df37b7259b:0x2283d157f7c0531c",,"https://lh3.googleusercontent.com/p/AF1QipPdEGRTwWzeCOllM9qWX27SrWSuZ3mJ7WEYUtrP=w408-h306-k-no","38","false","/g/11cm02z9t4","en","34.2357796","-119.0377837",,"Monday","7 AM to 7 PM","Tuesday","7 AM to 7 PM","Wednesday","7 AM to 7 PM","Thursday","7 AM to 7 PM","Friday","7 AM to 7 PM","Saturday","7 AM to 7 PM","Sunday","Closed","false","(805) 491-3244","+18054913244","ChIJmyW3N99J6IARHFPA91fRgyI","93010",,"12","87",,,,,,"2026-01-07T06:39:03.534Z","https://www.google.com/maps/search/stump%20removal/@34.44996180543653,-119.13942149374182,11z?hl=en","stump removal","California","2390 Las Posas Rd Ste 508C","false","Arborist Crew Services","4.9","https://www.google.com/maps/search/?api=1&query=Arborist%20Crew%20Services&query_place_id=ChIJmyW3N99J6IARHFPA91fRgyI","http://www.arboristcrewservices.com/"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"317 Esther Ave, Moorpark, CA 93021","Tree service","Arborist service","Landscaper",,,,,,,,,"Tree service","18394840424604630083","Moorpark","false","US","0x80e8323de47b196d:0xff4799e7f88dfc43",,"https://lh3.googleusercontent.com/p/AF1QipMmhTPk8T6J07FXs2HiqZpb_Mkw26flrWMm8wBv=w408-h272-k-no","7","false","/g/1tdkgz7l","en","34.2803652","-118.8774524",,"Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Closed","false","(805) 529-5644","+18055295644","ChIJbRl75D0y6IARQ_yN-OeZR_8","93021",,"13","2",,,,,,"2026-01-07T06:39:03.535Z","https://www.google.com/maps/search/stump%20removal/@34.44996180543653,-119.13942149374182,11z?hl=en","stump removal","California","317 Esther Ave","false","Moorpark Tree Service","5","https://www.google.com/maps/search/?api=1&query=Moorpark%20Tree%20Service&query_place_id=ChIJbRl75D0y6IARQ_yN-OeZR_8","http://moorparktreeservice.com/"
,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,"false",,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2008 Alameda Ave, Ventura, CA 93003","Tree service",,,,,,,,,,,"Tree service","5429440506578693795","Ventura","false","US","0xa29796bb1a37c601:0x4b593f5fd3bd6ea3",,"https://lh3.googleusercontent.com/p/AF1QipPKRgJtWWB7cnFK47H9aCgQUGjIoMADwi0a_QqM=w408-h316-k-no","33","false","/g/11ycf14y8l","en","34.2559315","-119.208802","Montalvo","Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Open 24 hours","false","(805) 254-6521","+18052546521","ChIJAcY3GruWl6IRo269018_WUs","93003",,"15","17",,,,,,"2026-01-07T06:39:03.535Z","https://www.google.com/maps/search/stump%20removal/@34.44996180543653,-119.13942149374182,11z?hl=en","stump removal","California","2008 Alameda Ave","false","Joseph Christman's West Coast Tree, Inc - Ventura","4.8","https://www.google.com/maps/search/?api=1&query=Joseph%20Christman's%20West%20Coast%20Tree%2C%20Inc%20-%20Ventura&query_place_id=ChIJAcY3GruWl6IRo269018_WUs","https://westcoasttreeco.com/"
